set_label,set_number,set_stage,set_mutator,patch,trait_api_name,trait_name,breakpoints,desc_resolved,desc_raw,effects_json
Set 11,11,base,TFTSet11,14.15,TFT11_Dragonlord,Dragonlord,2|3|4|5,"After @FirstDelay@ seconds of combat, the Dragon strikes the board, dealing true damage to enemies and granting all allies Attack Speed for the rest of combat.(@MinUnits@) @TrueDamageHPRatio*100@% (scaleHealth) damage, @AttackSpeedBuff*100@% (scaleAS).(@MinUnits@) @TrueDamageHPRatio*100@% (scaleHealth) damage, @AttackSpeedBuff*100@% (scaleAS).(@MinUnits@) @TrueDamageHPRatio*100@% (scaleHealth) damage and Stuns for @StunDuration@ seconds.(@MinUnits@) @TrueDamageHPRatio*100@% (scaleHealth) damage, @AttackSpeedBuff*100@% (scaleAS).","After @FirstDelay@ seconds of combat, the Dragon strikes the board, dealing true damage to enemies and granting all allies Attack Speed for the rest of combat.<br><br><row>(@MinUnits@) <trueDamage>@TrueDamageHPRatio*100@%&nbsp;%i:scaleHealth%</trueDamage> damage, @AttackSpeedBuff*100@% %i:scaleAS%.</row><br><row>(@MinUnits@) <trueDamage>@TrueDamageHPRatio*100@%&nbsp;%i:scaleHealth%</trueDamage> damage, @AttackSpeedBuff*100@% %i:scaleAS%.</row><br><row>(@MinUnits@) <trueDamage>@TrueDamageHPRatio*100@%&nbsp;%i:scaleHealth%</trueDamage> damage and Stuns for @StunDuration@ seconds.</row><br><row>(@MinUnits@) <trueDamage>@TrueDamageHPRatio*100@%&nbsp;%i:scaleHealth%</trueDamage> damage, @AttackSpeedBuff*100@% %i:scaleAS%.</row>","[{""maxUnits"": 2, ""minUnits"": 2, ""style"": 1, ""variables"": {""ASDuration"": 60.0, ""AttackSpeedBuff"": 0.11999999731779099, ""FirstDelay"": 8.0, ""TrueDamageHPRatio"": 0.05000000074505806, ""{81ce23cf}"": 1.0}}, {""maxUnits"": 3, ""minUnits"": 3, ""style"": 3, ""variables"": {""ASDuration"": 60.0, ""AttackSpeedBuff"": 0.18000000715255737, ""FirstDelay"": 8.0, ""StunDuration"": 1.25, ""TrueDamageHPRatio"": 0.10000000149011612, ""{81ce23cf}"": 2.0}}, {""maxUnits"": 4, ""minUnits"": 4, ""style"": 3, ""variables"": {""ASDuration"": 60.0, ""AttackSpeedBuff"": 0.18000000715255737, ""FirstDelay"": 8.0, ""StunDuration"": 1.5, ""TrueDamageHPRatio"": 0.10000000149011612, ""{81ce23cf}"": 3.0}}, {""maxUnits"": 25000, ""minUnits"": 5, ""style"": 4, ""variables"": {""ASDuration"": 60.0, ""AttackSpeedBuff"": 0.44999998807907104, ""FirstDelay"": 8.0, ""StunDuration"": 1.5, ""TrueDamageHPRatio"": 0.15000000596046448, ""{81ce23cf}"": 3.0}}]"
Set 11,11,base,TFTSet11,14.15,TFT11_Dryad,Dryad,2|4|6,"Dryads gain Ability Power and @StartingHealth@ Health. Each enemy death grants permanent additional Health.
(2) 15 (scaleAP); 3 (scaleHealth) per enemy death
(4) 30 (scaleAP); 7 (scaleHealth) per enemy death
(6) 55 (scaleAP); 10 (scaleHealth) per enemy death(Total health: @TFTUnitProperty.trait:TFT11_Trait_DryadHealth@ (scaleHealth))(Enemies killed: @TFTUnitProperty.trait:TFT11_Trait_DryadCompost@)",Dryads gain Ability Power and @StartingHealth@ Health. Each enemy death grants permanent additional Health.<br><br><expandRow>(@MinUnits@) @AP@&nbsp;%i:scaleAP%; @HealthPerCompost@&nbsp;%i:scaleHealth% per enemy death</expandRow><br><br><TFTTrackerLabel>(Total health: @TFTUnitProperty.trait:TFT11_Trait_DryadHealth@&nbsp;%i:scaleHealth%)</TFTTrackerLabel><br><TFTTrackerLabel>(Enemies killed: @TFTUnitProperty.trait:TFT11_Trait_DryadCompost@)</TFTTrackerLabel><br>,"[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""AP"": 15.0, ""Duration"": 4.0, ""HealthPerCompost"": 3.0, ""HealthPerCompostHR"": 4.0, ""StartingHealth"": 150.0, ""StartingHealthHR"": 150.0}}, {""maxUnits"": 5, ""minUnits"": 4, ""style"": 4, ""variables"": {""AP"": 30.0, ""Duration"": 4.0, ""HealthPerCompost"": 7.0, ""HealthPerCompostHR"": 12.0, ""StartingHealth"": 150.0, ""StartingHealthHR"": 150.0}}, {""maxUnits"": 25000, ""minUnits"": 6, ""style"": 4, ""variables"": {""AP"": 55.0, ""Duration"": 4.0, ""HealthPerCompost"": 10.0, ""HealthPerCompostHR"": 20.0, ""StartingHealth"": 150.0, ""StartingHealthHR"": 150.0}}]"
Set 11,11,base,TFTSet11,14.15,TFT11_Duelist,Duelist,2|4|6|8,"Duelists gain Attack Speed on each attack, stacking up to @MaxStacks@ times.(@MinUnits@) @AttackSpeedPercent*100@% (scaleAS)(@MinUnits@) @AttackSpeedPercent*100@% (scaleAS)(@MinUnits@) @AttackSpeedPercent*100@% (scaleAS); Duelists take @DamageReduction*100@% less damage(@MinUnits@) @AttackSpeedPercent*100@% (scaleAS); Duelists take @DamageReduction*100@% less damage","Duelists gain Attack&nbsp;Speed on each attack, stacking up to @MaxStacks@&nbsp;times.<br><br><row>(@MinUnits@) @AttackSpeedPercent*100@%&nbsp;%i:scaleAS%</row><br><row>(@MinUnits@) @AttackSpeedPercent*100@%&nbsp;%i:scaleAS%</row><br><row>(@MinUnits@) @AttackSpeedPercent*100@%&nbsp;%i:scaleAS%; Duelists take @DamageReduction*100@%&nbsp;less damage</row><br><row>(@MinUnits@) @AttackSpeedPercent*100@%&nbsp;%i:scaleAS%; Duelists take @DamageReduction*100@%&nbsp;less damage</row>","[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""AttackSpeedPercent"": 0.05000000074505806, ""DamageReduction"": null, ""MaxStacks"": 12.0}}, {""maxUnits"": 5, ""minUnits"": 4, ""style"": 3, ""variables"": {""AttackSpeedPercent"": 0.09000000357627869, ""DamageReduction"": null, ""MaxStacks"": 12.0}}, {""maxUnits"": 7, ""minUnits"": 6, ""style"": 4, ""variables"": {""AttackSpeedPercent"": 0.12999999523162842, ""DamageReduction"": 0.11999999731779099, ""MaxStacks"": 12.0}}, {""maxUnits"": 25000, ""minUnits"": 8, ""style"": 4, ""variables"": {""AttackSpeedPercent"": 0.18000000715255737, ""DamageReduction"": 0.18000000715255737, ""MaxStacks"": 12.0}}]"
Set 11,11,base,TFTSet11,14.15,TFT11_Exalted,Exalted,3|5,"Your team gains @BaseDamageAmp@% bonus damage, plus more based on your level.After combat, store XP in a Soul Core. Sell the Core to claim the XP.(@MinUnits@) @DamageAmpPerLevel@% damage per level, @BaseAmountXP@ XP.(@MinUnits@) @DamageAmpPerLevel@% damage per level, @BaseAmountXP@ XP.(Current bonus: @TFTUnitProperty.trait:TFT11_Trait_Exalted_CurrentBonus@%). Each game a different set of units is Exalted.","Your team gains @BaseDamageAmp@% bonus damage, plus more based on your level.<br><br>After combat, store XP in a Soul Core. Sell the Core to claim the XP.<br><br><row>(@MinUnits@) @DamageAmpPerLevel@% damage per level, @BaseAmountXP@ XP.</row><br><row>(@MinUnits@) @DamageAmpPerLevel@% damage per level, @BaseAmountXP@ XP.</row><br><br>(<TFTBonus>Current bonus: @TFTUnitProperty.trait:TFT11_Trait_Exalted_CurrentBonus@%</TFTBonus>). <br><br><rules>Each game a different set of units is Exalted.</rules>","[{""maxUnits"": 4, ""minUnits"": 3, ""style"": 3, ""variables"": {""BaseAmountXP"": 1.0, ""BaseDamageAmp"": 7.0, ""DamageAmpPerLevel"": 1.0, ""HRGold"": 2.0, ""{ca5fd6df}"": 1.0}}, {""maxUnits"": 25000, ""minUnits"": 5, ""style"": 4, ""variables"": {""BaseAmountXP"": 2.0, ""BaseDamageAmp"": 7.0, ""DamageAmpPerLevel"": 3.0, ""HRGold"": 4.0, ""{ca5fd6df}"": 3.0}}]"
Set 11,11,base,TFTSet11,14.15,TFT11_Fated,Fated,3|5|7|10,Hover one Fated unit over another to form a pair and unlock a Fated Bonus. Your pair gains @PairHPBonus*100@% (scaleHealth).(@MinUnits@) Pair gets the Fated Bonus. (@MinUnits@) All Fated champions get @BondIncreasePercent*100@% of the Fated Bonus (@MinUnits@) All Fated champions get @BondIncreasePercent*100@% of the Fated Bonus (@MinUnits@) All Fated champions gain @BondIncreasePercent*100@% of EVERY Fated Bonus,Hover one Fated unit over another to form a pair and unlock a <TFTBonus>Fated Bonus</TFTBonus>. Your pair gains @PairHPBonus*100@% %i:scaleHealth%.<br><br><row>(@MinUnits@) Pair gets the Fated Bonus. </row><br><row>(@MinUnits@) All Fated champions get @BondIncreasePercent*100@% of the Fated Bonus </row><br><row>(@MinUnits@) All Fated champions get @BondIncreasePercent*100@% of the Fated Bonus </row><br><row>(@MinUnits@) All Fated champions gain @BondIncreasePercent*100@% of EVERY Fated Bonus </row>,"[{""maxUnits"": 4, ""minUnits"": 3, ""style"": 1, ""variables"": {""BondIncreasePercent"": 1.0, ""PairHPBonus"": 0.20000000298023224, ""{55f4e448}"": 0.20000000298023224, ""{89fffd48}"": 1.0, ""{f75cc2d4}"": null}}, {""maxUnits"": 6, ""minUnits"": 5, ""style"": 3, ""variables"": {""BondIncreasePercent"": 2.0, ""PairHPBonus"": 0.20000000298023224, ""{55f4e448}"": 0.20000000298023224, ""{89fffd48}"": 1.0, ""{f75cc2d4}"": 1.0}}, {""maxUnits"": 9, ""minUnits"": 7, ""style"": 4, ""variables"": {""BondIncreasePercent"": 3.0, ""PairHPBonus"": 0.20000000298023224, ""{55f4e448}"": 0.20000000298023224, ""{89fffd48}"": 1.0, ""{f75cc2d4}"": 1.0}}, {""maxUnits"": 25000, ""minUnits"": 10, ""style"": 5, ""variables"": {""BondIncreasePercent"": 3.0, ""PairHPBonus"": 0.20000000298023224, ""{55f4e448}"": 0.20000000298023224, ""{89fffd48}"": 1.0, ""{f75cc2d4}"": 1.0}}]"
Set 11,11,base,TFTSet11,14.15,TFT11_Fortune,Fortune,3|5|7,"When you lose a player combat, gain Luck. The more fights in a row you lose, the more Luck you get.Lose Luck when you win. (@MinUnits@) Roll a die; in that many player combats, hold a Festival where you may convert your Luck into rewards.(@MinUnits@) Heal @Heal@ player health at the start of each player combat. @TFTUnitProperty.:TFT11_Trait_Fortune7Tooltip@Each Festival, roll a new die.","When you lose a player combat, gain Luck. The more fights in a row you lose, the more Luck you get.<br><br>Lose Luck when you win. <br><br><row>(@MinUnits@) Roll a die; in that many player combats, hold a Festival where you may convert your Luck into rewards.</row><br><row>(@MinUnits@) Heal @Heal@ player health at the start of each player combat. </row><br><row>@TFTUnitProperty.:TFT11_Trait_Fortune7Tooltip@</row><br><br><rules>Each Festival, roll a new die.</rules>","[{""maxUnits"": 4, ""minUnits"": 3, ""style"": 1, ""variables"": {""Heal"": null, ""HealDU"": null, ""HealHR"": null, ""WinPenalty"": 0.10000000149011612, ""{02dd7588}"": 5.0, ""{03dd771b}"": 4.0, ""{04dd78ae}"": 4.0, ""{05dd7a41}"": 3.0, ""{06dd7bd4}"": 3.0, ""{07dd7d67}"": 1.0, ""{1483b8b4}"": 1.0, ""{15b17b97}"": null, ""{7b8c990e}"": 6.0}}, {""maxUnits"": 6, ""minUnits"": 5, ""style"": 4, ""variables"": {""Heal"": 2.0, ""HealDU"": 1.0, ""HealHR"": 1.0, ""WinPenalty"": 0.10000000149011612, ""{02dd7588}"": 5.0, ""{03dd771b}"": 4.0, ""{04dd78ae}"": 4.0, ""{05dd7a41}"": 3.0, ""{06dd7bd4}"": 3.0, ""{07dd7d67}"": 1.0, ""{1483b8b4}"": 1.0, ""{15b17b97}"": null, ""{7b8c990e}"": 6.0}}, {""maxUnits"": 25000, ""minUnits"": 7, ""style"": 4, ""variables"": {""Heal"": 2.0, ""HealDU"": 1.0, ""HealHR"": 1.0, ""WinPenalty"": null, ""{02dd7588}"": 5.0, ""{03dd771b}"": 4.0, ""{04dd78ae}"": 4.0, ""{05dd7a41}"": 3.0, ""{06dd7bd4}"": 3.0, ""{07dd7d67}"": 1.0, ""{1483b8b4}"": 1.0, ""{7b8c990e}"": 1.0, ""{ac1f138b}"": 12.0}}]"
Set 11,11,base,TFTSet11,14.15,TFT11_Ghostly,Ghostly,2|4|6|8,"Upon dealing or taking damage @NumInstances@ times, Ghostly units send @NumSpectres@ spectres to haunt nearby enemies and heal @HealingPercent*100@% max Health every @TickRate@ seconds. Haunted enemies take bonus damage for each spectre on them, and pass spectres on death.
(2) 5% per spectre
(4) 10% per spectre
(6) 16% per spectre
(8) 36% per spectre","Upon dealing or taking damage @NumInstances@ times, Ghostly units send @NumSpectres@ spectres to haunt nearby enemies and heal @HealingPercent*100@%&nbsp;max Health every @TickRate@ seconds. <br><br>Haunted enemies take bonus damage for each spectre on them, and pass spectres on death.<br><br><expandRow>(@MinUnits@) @DamagePercent*100@% per spectre</expandRow>","[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""DamagePercent"": 0.05000000074505806, ""HealingPercent"": 0.019999999552965164, ""NumInstances"": 5.0, ""NumSpectres"": 2.0, ""TickRate"": 2.0}}, {""maxUnits"": 5, ""minUnits"": 4, ""style"": 3, ""variables"": {""DamagePercent"": 0.10000000149011612, ""HealingPercent"": 0.019999999552965164, ""NumInstances"": 5.0, ""NumSpectres"": 2.0, ""TickRate"": 2.0}}, {""maxUnits"": 7, ""minUnits"": 6, ""style"": 4, ""variables"": {""DamagePercent"": 0.1599999964237213, ""HealingPercent"": 0.019999999552965164, ""NumInstances"": 5.0, ""NumSpectres"": 2.0, ""TickRate"": 2.0}}, {""maxUnits"": 25000, ""minUnits"": 8, ""style"": 4, ""variables"": {""DamagePercent"": 0.36000001430511475, ""HealingPercent"": 0.019999999552965164, ""NumInstances"": 5.0, ""NumSpectres"": 2.0, ""TickRate"": 2.0}}]"
Set 11,11,base,TFTSet11,14.15,TFT11_Great,Great,1,"Every @CastCount@ casts, Wukong grows his weapon, modifying his Abilities.","Every @CastCount@ casts, Wukong grows his weapon, modifying his Abilities.","[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 6, ""variables"": {""CastCount"": 3.0}}]"
Set 11,11,base,TFTSet11,14.15,TFT11_Heavenly,Heavenly,2|3|4|5|6|7,"Heavenly units grant unique stats to your team, increased for each Heavenly unit in play. Heavenly units gain @SelfishHeavenlyBonus*100@% more.
(2) 100% bonus.
(3) 110% bonus.
(4) 125% bonus.
(5) 145% bonus.
(6) 170% bonus.
(7) 200% bonus.Kha'Zix - (scaleCrit) @TFTUnitProperty.trait:TFT11_Trait_Heavenly_Crit@%Malphite - (scaleArmor) (scaleMR) @TFTUnitProperty.trait:TFT11_Trait_Heavenly_Defenses@Neeko - (scaleHealth) @TFTUnitProperty.trait:TFT11_Trait_Heavenly_Health@Qiyana - (scaleAD) @TFTUnitProperty.trait:TFT11_Trait_Heavenly_AD@%Soraka - (scaleAP) @TFTUnitProperty.trait:TFT11_Trait_Heavenly_AP@%Wukong - (scaleAS) @TFTUnitProperty.trait:TFT11_Trait_Heavenly_AS@%Emblem - Omnivamp @TFTUnitProperty.trait:TFT11_Trait_Heavenly_Omnivamp@%","Heavenly units grant unique stats to your team, increased for each Heavenly unit in play. <br><br>Heavenly units gain @SelfishHeavenlyBonus*100@% more.<br><br><expandRow>(@MinUnits@) <TFTGuildActive>@HeavenlyBonus*100@%</TFTGuildActive>&nbsp;bonus.</expandRow><br><br><TFTGuildActive enabled=TFT11_Trait_Heavenly_ActiveCrit alternate=TFTGuildInactive>Kha'Zix - </TFTGuildActive>&nbsp;%i:scaleCrit% <spellActive enabled=TFT11_Trait_Heavenly_ActiveCrit alternate=TFTGuildInactive>@TFTUnitProperty.trait:TFT11_Trait_Heavenly_Crit@%</spellActive><br><TFTGuildActive enabled=TFT11_Trait_Heavenly_ActiveDefenses alternate=TFTGuildInactive>Malphite - </TFTGuildActive>&nbsp;%i:scaleArmor%&nbsp;%i:scaleMR% <spellActive enabled=TFT11_Trait_Heavenly_ActiveDefenses alternate=TFTGuildInactive>@TFTUnitProperty.trait:TFT11_Trait_Heavenly_Defenses@</spellActive><br><TFTGuildActive enabled=TFT11_Trait_Heavenly_ActiveHealth alternate=TFTGuildInactive>Neeko - </TFTGuildActive>&nbsp;%i:scaleHealth% <spellActive enabled=TFT11_Trait_Heavenly_ActiveHealth alternate=TFTGuildInactive>@TFTUnitProperty.trait:TFT11_Trait_Heavenly_Health@</spellActive><br><TFTGuildActive enabled=TFT11_Trait_Heavenly_ActiveAttackDamage alternate=TFTGuildInactive>Qiyana - </TFTGuildActive>&nbsp;%i:scaleAD% <spellActive enabled=TFT11_Trait_Heavenly_ActiveAttackDamage alternate=TFTGuildInactive>@TFTUnitProperty.trait:TFT11_Trait_Heavenly_AD@%</spellActive><br><TFTGuildActive enabled=TFT11_Trait_Heavenly_ActiveAP alternate=TFTGuildInactive>Soraka - </TFTGuildActive>&nbsp;%i:scaleAP% <spellActive enabled=TFT11_Trait_Heavenly_ActiveAP alternate=TFTGuildInactive>@TFTUnitProperty.trait:TFT11_Trait_Heavenly_AP@%</spellActive><br><TFTGuildActive enabled=TFT11_Trait_Heavenly_ActiveAttackSpeed alternate=TFTGuildInactive>Wukong - </TFTGuildActive>&nbsp;%i:scaleAS% <spellActive enabled=TFT11_Trait_Heavenly_ActiveAttackSpeed alternate=TFTGuildInactive>@TFTUnitProperty.trait:TFT11_Trait_Heavenly_AS@%</spellActive><br><TFTGuildActive enabled=TFT11_Trait_Heavenly_ActiveOmnivamp alternate=TFTGuildInactive>Emblem - &nbsp;Omnivamp </TFTGuildActive><spellActive enabled=TFT11_Trait_Heavenly_ActiveOmnivamp alternate=TFTGuildInactive>@TFTUnitProperty.trait:TFT11_Trait_Heavenly_Omnivamp@%</spellActive>","[{""maxUnits"": 2, ""minUnits"": 2, ""style"": 1, ""variables"": {""HeavenlyBonus"": 1.0, ""SelfishHeavenlyBonus"": 0.699999988079071, ""{13f889ae}"": 1.0, ""{19e47528}"": 10.0, ""{26ac6bc4}"": 1.0, ""{3c9e3624}"": 5.0, ""{414a2beb}"": 10.0, ""{4803a4eb}"": 10.0, ""{912546f4}"": 10.0, ""{a8a84fe9}"": 60.0, ""{f82ecbac}"": 8.0}}, {""maxUnits"": 3, ""minUnits"": 3, ""style"": 3, ""variables"": {""HeavenlyBonus"": 1.100000023841858, ""SelfishHeavenlyBonus"": 0.699999988079071, ""{13f889ae}"": 1.0, ""{19e47528}"": 10.0, ""{26ac6bc4}"": 1.0, ""{3c9e3624}"": 5.0, ""{414a2beb}"": 10.0, ""{4803a4eb}"": 10.0, ""{912546f4}"": 10.0, ""{a8a84fe9}"": 60.0, ""{f82ecbac}"": 8.0}}, {""maxUnits"": 4, ""minUnits"": 4, ""style"": 3, ""variables"": {""HeavenlyBonus"": 1.25, ""SelfishHeavenlyBonus"": 0.699999988079071, ""{13f889ae}"": 1.0, ""{19e47528}"": 10.0, ""{26ac6bc4}"": 1.0, ""{3c9e3624}"": 5.0, ""{414a2beb}"": 10.0, ""{4803a4eb}"": 10.0, ""{912546f4}"": 10.0, ""{a8a84fe9}"": 60.0, ""{f82ecbac}"": 8.0}}, {""maxUnits"": 5, ""minUnits"": 5, ""style"": 3, ""variables"": {""HeavenlyBonus"": 1.4500000476837158, ""SelfishHeavenlyBonus"": 0.699999988079071, ""{13f889ae}"": 1.0, ""{19e47528}"": 10.0, ""{26ac6bc4}"": 1.0, ""{3c9e3624}"": 5.0, ""{414a2beb}"": 10.0, ""{4803a4eb}"": 10.0, ""{912546f4}"": 10.0, ""{a8a84fe9}"": 60.0, ""{f82ecbac}"": 8.0}}, {""maxUnits"": 6, ""minUnits"": 6, ""style"": 4, ""variables"": {""HeavenlyBonus"": 1.7000000476837158, ""SelfishHeavenlyBonus"": 0.699999988079071, ""{13f889ae}"": 1.0, ""{19e47528}"": 10.0, ""{26ac6bc4}"": 1.0, ""{3c9e3624}"": 5.0, ""{414a2beb}"": 10.0, ""{4803a4eb}"": 10.0, ""{912546f4}"": 10.0, ""{a8a84fe9}"": 60.0, ""{f82ecbac}"": 8.0}}, {""maxUnits"": 25000, ""minUnits"": 7, ""style"": 4, ""variables"": {""HeavenlyBonus"": 2.0, ""SelfishHeavenlyBonus"": 0.699999988079071, ""{13f889ae}"": 1.0, ""{19e47528}"": 10.0, ""{26ac6bc4}"": 1.0, ""{3c9e3624}"": 5.0, ""{414a2beb}"": 10.0, ""{4803a4eb}"": 10.0, ""{912546f4}"": 10.0, ""{a8a84fe9}"": 60.0, ""{f82ecbac}"": 8.0}}]"
Set 11,11,base,TFTSet11,14.15,TFT11_InkShadow,Inkshadow,3|5|7,"Gain unique Inkshadow items. Inkshadow champions gain @PercentBuff@% bonus damage and damage reduction.(@MinUnits@) @TFTUnitProperty.trait:TFT11_Trait_Inkshadow_Item1@(@MinUnits@) @TFTUnitProperty.trait:TFT11_Trait_Inkshadow_Item2@ and @IncreasedPercentBuff@% more bonus damage and damage reduction (@MinUnits@) @TFTUnitProperty.trait:TFT11_Trait_Inkshadow_Item3@, @TFTUnitProperty.trait:TFT11_Trait_Inkshadow_Item4@, and @IncreasedPercentBuff@% more bonus damage and damage reduction.","Gain unique Inkshadow items. Inkshadow champions gain @PercentBuff@% bonus damage and damage reduction.<br><br><row>(@MinUnits@) @TFTUnitProperty.trait:TFT11_Trait_Inkshadow_Item1@</row><br><row>(@MinUnits@) @TFTUnitProperty.trait:TFT11_Trait_Inkshadow_Item2@ and @IncreasedPercentBuff@% more bonus damage and damage reduction </row><br><row>(@MinUnits@) @TFTUnitProperty.trait:TFT11_Trait_Inkshadow_Item3@, @TFTUnitProperty.trait:TFT11_Trait_Inkshadow_Item4@, and @IncreasedPercentBuff@% more bonus damage and damage reduction.</row>","[{""maxUnits"": 4, ""minUnits"": 3, ""style"": 1, ""variables"": {""IncreasedPercentBuff"": null, ""PercentBuff"": 5.0, ""{5ff50860}"": 1.0}}, {""maxUnits"": 6, ""minUnits"": 5, ""style"": 3, ""variables"": {""IncreasedPercentBuff"": 11.0, ""PercentBuff"": 5.0, ""{5ff50860}"": 2.0}}, {""maxUnits"": 25000, ""minUnits"": 7, ""style"": 4, ""variables"": {""IncreasedPercentBuff"": 17.0, ""PercentBuff"": 5.0, ""{5ff50860}"": 4.0}}]"
Set 11,11,base,TFTSet11,14.15,TFT11_Invoker,Invoker,2|4|6,"Every @TickRate@ seconds, your units gain Mana.(@MinUnits@) @TeamMana@ (scaleMana) to all allies.(@MinUnits@) @InvokerMana@ (scaleMana) to Invokers; @TeamMana@ (scaleMana) to others.(@MinUnits@) @InvokerMana@ (scaleMana) to Invokers; @TeamMana@ (scaleMana) to others.","Every @TickRate@ seconds, your units gain Mana.<br><br><row>(@MinUnits@) @TeamMana@&nbsp;%i:scaleMana% to all allies.</row><br><row>(@MinUnits@) @InvokerMana@&nbsp;%i:scaleMana% to Invokers; @TeamMana@&nbsp;%i:scaleMana% to others.</row><br><row>(@MinUnits@) @InvokerMana@&nbsp;%i:scaleMana% to Invokers; @TeamMana@&nbsp;%i:scaleMana% to others.</row>","[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""InvokerMana"": 5.0, ""TeamAP"": null, ""TeamMana"": 5.0, ""TickRate"": 3.0}}, {""maxUnits"": 5, ""minUnits"": 4, ""style"": 3, ""variables"": {""InvokerMana"": 20.0, ""TeamAP"": null, ""TeamMana"": 5.0, ""TickRate"": 3.0}}, {""maxUnits"": 25000, ""minUnits"": 6, ""style"": 4, ""variables"": {""InvokerMana"": 35.0, ""TeamAP"": null, ""TeamMana"": 20.0, ""TickRate"": 3.0}}]"
Set 11,11,base,TFTSet11,14.15,TFT11_Lovers,Lovers,1,"Change which Lover takes the field depending on whether they are placed in the front or back 2 rows. When the fielded Lover casts, the other provides a bonus effect.Front: Altruist RakanBack: Trickshot Xayah","Change which Lover takes the field depending on whether they are placed in the front or back 2 rows. <br><br>When the fielded Lover casts, the other provides a bonus&nbsp;effect.<br><br>Front: Altruist Rakan<br>Back: Trickshot Xayah","[{""maxUnits"": 1, ""minUnits"": 1, ""style"": 6, ""variables"": {""{034c4dbb}"": 1500.0, ""{2c6cd0ff}"": 200.0, ""{6f3d98c0}"": 1000.0, ""{73f5f8da}"": 200.0, ""{91da68d9}"": 300.0, ""{9e4b847c}"": 3.0, ""{ce0fa894}"": 150.0}}]"
Set 11,11,base,TFTSet11,14.15,TFT11_Mythic,Mythic,3|5|7|10,"Mythic champions gain Health, Ability Power, and Attack Damage.After 4 player combats, they become Epic, increasing the bonus by @Multiplier*100@%.(@MinUnits@) +@HealthPct*100@% (scaleHealth), @AP@% (scaleAP)(scaleAD)(@MinUnits@) +@HealthPct*100@% (scaleHealth), @AP@% (scaleAP)(scaleAD)(@MinUnits@) +@HealthPct*100@% (scaleHealth), @AP@% (scaleAP)(scaleAD)(@MinUnits@) Instantly become Epic. The bonus is increased by @PrismaticMultiplier*100@% instead.","Mythic champions gain Health, Ability Power, and Attack Damage.<br><br>After 4 player combats, they become Epic, increasing the bonus by @Multiplier*100@%.<br><br><row>(@MinUnits@) +@HealthPct*100@%&nbsp;%i:scaleHealth%, @AP@%&nbsp;%i:scaleAP%%i:scaleAD%</row><br><row>(@MinUnits@) +@HealthPct*100@%&nbsp;%i:scaleHealth%, @AP@%&nbsp;%i:scaleAP%%i:scaleAD%</row><br><row>(@MinUnits@) +@HealthPct*100@%&nbsp;%i:scaleHealth%, @AP@%&nbsp;%i:scaleAP%%i:scaleAD%</row><br><row>(@MinUnits@) Instantly become Epic. The bonus is increased by @PrismaticMultiplier*100@% instead.</row>","[{""maxUnits"": 4, ""minUnits"": 3, ""style"": 1, ""variables"": {""AP"": 11.0, ""HealthPct"": 0.07999999821186066, ""Multiplier"": 0.5}}, {""maxUnits"": 6, ""minUnits"": 5, ""style"": 3, ""variables"": {""AP"": 22.0, ""HealthPct"": 0.18000000715255737, ""Multiplier"": 0.5}}, {""maxUnits"": 9, ""minUnits"": 7, ""style"": 4, ""variables"": {""AP"": 35.0, ""HealthPct"": 0.25, ""Multiplier"": 0.5}}, {""maxUnits"": 25000, ""minUnits"": 10, ""style"": 5, ""variables"": {""AP"": 35.0, ""HealthPct"": 0.25, ""Multiplier"": 0.5, ""PrismaticMultiplier"": 2.5}}]"
